,Experiment,Seed Type,Morphology,Replica,topkd after 1 Labels,topkd after 2 Labels,topkd after 3 Labels,topkd after 4 Labels,topkd after 5 Labels,topkd after 6 Labels,topkd after 7 Labels,topkd after 8 Labels,topkd after 9 Labels,topkd after 10 Labels,topkd after 11 Labels,topkd after 12 Labels,topkd after 13 Labels,topkd after 14 Labels,topkd after 15 Labels,topkd after 16 Labels,topkd after 17 Labels,topkd after 18 Labels,topkd after 19 Labels,topkd after 20 Labels,topkd after 21 Labels,topkd after 22 Labels,topkd after 23 Labels,topkd after 24 Labels,topkd after 25 Labels,topkd after 26 Labels,topkd after 27 Labels,topkd after 28 Labels,topkd after 29 Labels,topkd after 30 Labels,topkd after 31 Labels,topkd after 32 Labels,topkd after 33 Labels,topkd after 34 Labels,topkd after 35 Labels,topkd after 36 Labels,topkd after 37 Labels,topkd after 38 Labels,topkd after 39 Labels,topkd after 40 Labels,topkd after 41 Labels,topkd after 42 Labels,topkd after 43 Labels,topkd after 44 Labels,topkd after 45 Labels,topkd after 46 Labels,topkd after 47 Labels,topkd after 48 Labels,topkd after 49 Labels,topkd after 50 Labels
0,oracle,seeded,liquid,0,,,,,11.443999999999997,8.90808333333333,6.372166666666665,3.836249999999999,1.3003333333333333,1.3003333333333333,1.3003333333333333,1.3003333333333333,1.3003333333333333,1.3003333333333333,1.2582,1.2160666666666666,1.1739333333333333,1.1318000000000001,1.0896666666666668,1.0534000000000001,1.0171333333333334,0.9808666666666668,0.9446,0.9083333333333333,0.8476,0.7868666666666667,0.7261333333333333,0.6654,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.6046666666666667,0.5706666666666667,0.5366666666666667,0.5026666666666667,0.4686666666666667,0.4346666666666667,0.40700000000000003
1,oracle,seeded,liquid,1,,,,,15.639666666666665,12.054833333333331,8.469999999999999,4.885166666666665,1.3003333333333333,1.2068,1.1132666666666666,1.0197333333333334,0.9262000000000001,0.8326666666666668,0.7947333333333334,0.7568,0.7188666666666668,0.6809333333333334,0.643,0.5992,0.5554,0.5116,0.4678,0.424,0.4025333333333333,0.38106666666666666,0.3596,0.3381333333333333,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665,0.31666666666666665
2,oracle,seeded,liquid,2,,,,,7.6176666666666675,6.038333333333334,4.4590000000000005,2.879666666666667,1.3003333333333333,1.2195333333333334,1.1387333333333334,1.0579333333333334,0.9771333333333333,0.8963333333333333,0.7984,0.7004666666666667,0.6025333333333334,0.5046,0.40666666666666673,0.38920000000000005,0.37173333333333336,0.35426666666666673,0.33680000000000004,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31933333333333336,0.31133333333333335,0.30333333333333334,0.2953333333333334,0.2873333333333334,0.2793333333333334,0.2793333333333334
3,oracle,seeded,liquid,3,,,,,9.373666666666667,7.355333333333333,5.337,3.318666666666666,1.3003333333333333,1.1492666666666667,0.9982,0.8471333333333334,0.6960666666666667,0.545,0.5264,0.5078,0.48919999999999997,0.47059999999999996,0.45199999999999996,0.45199999999999996,0.45199999999999996,0.45199999999999996,0.45199999999999996,0.45199999999999996,0.4345333333333333,0.41706666666666664,0.3996,0.3821333333333333,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667,0.3646666666666667
4,oracle,seeded,liquid,4,,,,,9.472333333333333,7.613416666666667,5.7545,3.8955833333333336,2.0366666666666666,1.8637333333333332,1.6907999999999999,1.5178666666666667,1.3449333333333333,1.172,1.0834,0.9948,0.9062,0.8176000000000001,0.7290000000000001,0.7220666666666667,0.7151333333333334,0.7082,0.7012666666666667,0.6943333333333334,0.6702,0.6460666666666667,0.6219333333333333,0.5978,0.5736666666666667,0.5396666666666666,0.5056666666666666,0.4716666666666666,0.43766666666666665,0.4036666666666666,0.4036666666666666,0.4036666666666666,0.4036666666666666,0.4036666666666666,0.4036666666666666,0.4036666666666666,0.4036666666666666,0.4036666666666666,0.4036666666666666,0.4036666666666666,0.3962666666666666,0.38886666666666664,0.3814666666666666,0.37406666666666666,0.36666666666666664,0.36666666666666664
5,oracle,seeded,string,0,,,,,6.743666666666667,5.646833333333333,4.55,3.4531666666666663,2.356333333333333,2.214933333333333,2.0735333333333332,1.932133333333333,1.790733333333333,1.649333333333333,1.6338666666666666,1.6183999999999998,1.6029333333333333,1.5874666666666666,1.572,1.5434,1.5148000000000001,1.4862,1.4576,1.429,1.2185333333333335,1.0080666666666667,0.7976000000000001,0.5871333333333334,0.3766666666666667,0.3766666666666667,0.3766666666666667,0.3766666666666667,0.3766666666666667,0.3766666666666667,0.3738666666666667,0.3710666666666667,0.3682666666666667,0.3654666666666667,0.3626666666666667,0.3626666666666667,0.3626666666666667,0.3626666666666667,0.3626666666666667,0.3626666666666667,0.3626666666666667,0.3626666666666667,0.3626666666666667,0.3626666666666667,0.3626666666666667,0.3626666666666667
6,oracle,seeded,string,1,,,,,3.669333333333333,3.3410833333333327,3.012833333333333,2.6845833333333333,2.356333333333333,2.3064666666666667,2.2565999999999997,2.206733333333333,2.1568666666666663,2.1069999999999998,1.9087999999999998,1.7106,1.5123999999999997,1.3141999999999998,1.1159999999999999,1.1159999999999999,1.1159999999999999,1.1159999999999999,1.1159999999999999,1.1159999999999999,0.9486666666666665,0.7813333333333333,0.6140000000000001,0.44666666666666677,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334,0.2793333333333334
7,oracle,seeded,string,2,,,,,7.3806666666666665,6.124583333333334,4.8685,3.612416666666667,2.356333333333333,1.9538666666666664,1.5514,1.1489333333333334,0.7464666666666666,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.34400000000000003,0.33120000000000005,0.3184,0.30560000000000004,0.2928,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.2737333333333334
8,oracle,seeded,string,3,,,,,7.906999999999999,6.519333333333332,5.131666666666666,3.743999999999999,2.356333333333333,2.2666666666666666,2.177,2.0873333333333335,1.9976666666666667,1.9080000000000001,1.9080000000000001,1.9080000000000001,1.9080000000000001,1.9080000000000001,1.9080000000000001,1.6722666666666668,1.4365333333333334,1.2008,0.9650666666666667,0.7293333333333334,0.7293333333333334,0.7293333333333334,0.7293333333333334,0.7293333333333334,0.7293333333333334,0.6532666666666667,0.5772,0.5011333333333334,0.4250666666666667,0.34900000000000003,0.3168,0.2846,0.25240000000000007,0.22020000000000003,0.18800000000000003,0.18800000000000003,0.18800000000000003,0.18800000000000003,0.18800000000000003,0.18800000000000003,0.18800000000000003,0.18800000000000003,0.18800000000000003,0.18800000000000003,0.18800000000000003,0.18800000000000003
9,oracle,seeded,string,4,,,,,5.104333333333333,4.417333333333333,3.7303333333333333,3.043333333333333,2.356333333333333,2.3064666666666667,2.2565999999999997,2.206733333333333,2.1568666666666663,2.1069999999999998,2.1069999999999998,2.1069999999999998,2.1069999999999998,2.1069999999999998,2.1069999999999998,1.9240666666666664,1.7411333333333332,1.5581999999999998,1.3752666666666666,1.1923333333333332,1.1219999999999999,1.0516666666666665,0.9813333333333333,0.9109999999999999,0.8406666666666666,0.8406666666666666,0.8406666666666666,0.8406666666666666,0.8406666666666666,0.8406666666666666,0.7474666666666666,0.6542666666666666,0.5610666666666666,0.46786666666666665,0.3746666666666667,0.3746666666666667,0.3746666666666667,0.3746666666666667,0.3746666666666667,0.3746666666666667,0.3746666666666667,0.3746666666666667,0.3746666666666667,0.3746666666666667,0.3746666666666667,0.3454666666666667
