,Experiment,Seed Type,Morphology,Replica,topkd after 1 Labels,topkd after 2 Labels,topkd after 3 Labels,topkd after 4 Labels,topkd after 5 Labels,topkd after 6 Labels,topkd after 7 Labels,topkd after 8 Labels,topkd after 9 Labels,topkd after 10 Labels,topkd after 11 Labels,topkd after 12 Labels,topkd after 13 Labels,topkd after 14 Labels,topkd after 15 Labels,topkd after 16 Labels,topkd after 17 Labels,topkd after 18 Labels,topkd after 19 Labels,topkd after 20 Labels,topkd after 21 Labels,topkd after 22 Labels,topkd after 23 Labels,topkd after 24 Labels,topkd after 25 Labels,topkd after 26 Labels,topkd after 27 Labels,topkd after 28 Labels,topkd after 29 Labels,topkd after 30 Labels,topkd after 31 Labels,topkd after 32 Labels,topkd after 33 Labels,topkd after 34 Labels,topkd after 35 Labels,topkd after 36 Labels,topkd after 37 Labels,topkd after 38 Labels,topkd after 39 Labels,topkd after 40 Labels,topkd after 41 Labels,topkd after 42 Labels,topkd after 43 Labels,topkd after 44 Labels,topkd after 45 Labels,topkd after 46 Labels,topkd after 47 Labels,topkd after 48 Labels,topkd after 49 Labels,topkd after 50 Labels
0,oracle,seeded,liquid,0,,,,,11.443999999999997,10.745866666666664,10.047733333333332,9.349599999999999,8.651466666666666,7.953333333333333,6.36375,4.774166666666666,3.1845833333333333,1.595,1.3708666666666667,1.1467333333333332,0.9225999999999999,0.6984666666666666,0.47433333333333333,0.47433333333333333,0.47433333333333333,0.47433333333333333,0.47433333333333333,0.47433333333333333,0.449,0.4236666666666667,0.3983333333333334,0.37300000000000005,0.34766666666666673,0.34766666666666673,0.34766666666666673,0.34766666666666673,0.34766666666666673,0.34766666666666673,0.34766666666666673,0.34766666666666673,0.34766666666666673,0.34766666666666673,0.34766666666666673,0.3355333333333334,0.3234,0.3112666666666667,0.2991333333333333,0.287,0.287,0.287,0.287,0.287,0.287,0.287
1,oracle,seeded,liquid,1,,,,,15.639666666666665,12.671583333333333,9.703499999999998,6.735416666666666,3.7673333333333336,3.1470000000000002,2.526666666666667,1.9063333333333334,1.286,0.6656666666666666,0.6478666666666666,0.6300666666666667,0.6122666666666666,0.5944666666666667,0.5766666666666667,0.5594,0.5421333333333334,0.5248666666666667,0.5076,0.49033333333333334,0.49033333333333334,0.49033333333333334,0.49033333333333334,0.49033333333333334,0.49033333333333334,0.4820666666666667,0.4738,0.46553333333333335,0.45726666666666665,0.449,0.449,0.449,0.449,0.449,0.449,0.444,0.439,0.434,0.429,0.424,0.424,0.424,0.424,0.424,0.424,0.38339999999999996
2,oracle,seeded,liquid,2,,,,,7.6176666666666675,6.604800000000001,5.591933333333333,4.579066666666667,3.5662000000000003,2.5533333333333332,2.1142,1.6750666666666667,1.2359333333333336,0.7968000000000002,0.35766666666666663,0.35766666666666663,0.35766666666666663,0.35766666666666663,0.35766666666666663,0.35766666666666663,0.35766666666666663,0.35766666666666663,0.35766666666666663,0.35766666666666663,0.35766666666666663,0.35266666666666663,0.3476666666666666,0.3426666666666667,0.33766666666666667,0.33266666666666667,0.33266666666666667,0.33266666666666667,0.33266666666666667,0.33266666666666667,0.33266666666666667,0.3016,0.27053333333333335,0.23946666666666666,0.2084,0.17733333333333334,0.17733333333333334,0.17733333333333334,0.17733333333333334,0.17733333333333334,0.17733333333333334,0.17733333333333334,0.17733333333333334,0.17733333333333334,0.17733333333333334,0.17733333333333334
3,oracle,seeded,liquid,3,,,,,9.373666666666667,7.7072666666666665,6.040866666666666,4.374466666666667,2.7080666666666664,1.0416666666666667,0.9507333333333334,0.8598000000000001,0.7688666666666667,0.6779333333333334,0.5870000000000001,0.5870000000000001,0.5870000000000001,0.5870000000000001,0.5870000000000001,0.5870000000000001,0.5870000000000001,0.5870000000000001,0.5870000000000001,0.5870000000000001,0.5870000000000001,0.5173333333333334,0.4476666666666667,0.378,0.30833333333333335,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667,0.23866666666666667
4,oracle,seeded,liquid,4,,,,,9.472333333333333,7.452333333333334,5.432333333333333,3.4123333333333328,1.3923333333333332,1.2242,1.0560666666666667,0.8879333333333332,0.7198,0.5516666666666666,0.5516666666666666,0.5516666666666666,0.5516666666666666,0.5516666666666666,0.5516666666666666,0.5512666666666667,0.5508666666666666,0.5504666666666667,0.5500666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5496666666666666,0.5096666666666666,0.4696666666666666,0.42966666666666664,0.3896666666666666,0.3496666666666666,0.33946666666666664,0.32926666666666665,0.3190666666666666,0.3088666666666666,0.29866666666666664,0.29866666666666664
5,oracle,seeded,string,0,,,,,6.743666666666667,5.7895,4.835333333333334,3.8811666666666667,2.927,2.7562,2.5854,2.4146,2.2438000000000002,2.073,1.693,1.313,0.9329999999999998,0.5529999999999999,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001,0.17300000000000001
6,oracle,seeded,string,1,,,,,3.669333333333333,3.433583333333333,3.197833333333333,2.962083333333333,2.7263333333333333,2.3869333333333334,2.0475333333333334,1.7081333333333333,1.3687333333333334,1.0293333333333334,0.9717333333333334,0.9141333333333335,0.8565333333333334,0.7989333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7413333333333334,0.7259333333333334,0.7105333333333334,0.6951333333333334,0.6797333333333333,0.6643333333333333,0.6643333333333333,0.6643333333333333,0.6643333333333333,0.6643333333333333,0.6643333333333333,0.6643333333333333,0.6643333333333333,0.6643333333333333,0.6643333333333333,0.6643333333333333,0.6643333333333333
7,oracle,seeded,string,2,,,,,7.3806666666666665,5.739,4.097333333333333,2.4556666666666667,0.8140000000000001,0.6852,0.5564,0.4276000000000001,0.29880000000000007,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
8,oracle,seeded,string,3,,,,,7.906999999999999,6.411583333333333,4.916166666666666,3.42075,1.9253333333333333,1.6552,1.3850666666666667,1.1149333333333333,0.8448,0.5746666666666667,0.5406,0.5065333333333333,0.47246666666666665,0.43839999999999996,0.40433333333333327,0.38079999999999997,0.3572666666666666,0.3337333333333333,0.31020000000000003,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.2866666666666667,0.27780000000000005,0.26893333333333336,0.26006666666666667,0.25120000000000003,0.24233333333333337,0.23193333333333335,0.22153333333333336,0.21113333333333334,0.20073333333333332,0.19033333333333333,0.19033333333333333,0.19033333333333333,0.19033333333333333,0.19033333333333333,0.19033333333333333,0.18973333333333334
9,oracle,seeded,string,4,,,,,5.104333333333333,4.078916666666666,3.0534999999999997,2.028083333333333,1.0026666666666666,0.8361333333333333,0.6696,0.5030666666666667,0.33653333333333335,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
