,Sequence,Z0,Z1
472,BAABBAAABBAABBAABAAA,6.7804794,5.4879894
473,BAABBAAABBABABAABAAA,7.2195506,5.3382025
474,BAABBAABAAAAAAABBBBA,4.4908433,8.044899
475,BAABBAABAABAABABAABA,9.642693,1.6839632
476,BAABBAABAABABAAABAAB,8.63778,2.811457
477,BAABBAABABAABAABAABA,9.573105,1.7594368
478,BAABBAABBAABAABAAABA,8.789757,2.539178
479,BAABBAABBBBBAAAAAAAA,2.0401917,9.555989
480,BAABBABAAABAAABBAABA,7.4980793,3.8857622
481,BAABBABAAABAABAABABA,8.905117,2.4411902
482,BAABBABAAABAABABBAAA,8.145547,7.2296658
483,BAABBABAAABABABBAAAA,5.0545053,8.817179
484,BAABBABAAABBABBAAAAA,4.199245,8.918412
485,BAABBABAABAABAABABAA,8.4925785,2.9980154
486,BAABBABAABABBABAAAAA,4.7252803,8.820155
487,BAABBABBAABAABAAABAA,5.737645,4.9679875
488,BAABBBAAAAAABABABABA,4.9748363,8.825668
489,BAABBBAAAAABBBAAAAAB,9.671852,9.237475
490,BAABBBAAAAABBBABAAAA,4.766126,7.891743
491,BAABBBAAAABBBAABAAAA,4.537441,8.521021
492,BAABBBAAABAAAABBAAAB,8.715728,8.354342
493,BAABBBAAABAABAABBAAA,7.656953,5.8429074
494,BAABBBAAABABAAABAABA,7.5812745,3.6444438
495,BAABBBAAABABABAAAABA,6.7299833,4.757447
496,BAABBBAABABAAAAABAAB,7.7831683,7.4043517
497,BAABBBAABBAAAABBAAAA,4.547371,8.515244
498,BAABBBAABBAABAAAAABA,6.566674,6.900586
499,BAABBBABABAAAAABAAAB,6.44209,7.1922398
500,BAABBBBAAAABAABAABAA,5.3646374,5.4549932
501,BAABBBBAAABBAAAABAAA,4.925534,7.283649
502,BAABBBBAABAAAABAAABA,5.259338,5.7764916
503,BAABBBBABAAABAAAAABA,5.230664,6.4734163
504,BAABBBBBBAAABAAAAAAA,2.277494,9.414892
505,BABAAAAAAAABBBBBABAA,3.519399,8.319823
506,BABAAAAAABABABBABABA,4.81832,8.784804
507,BABAAAAAABABABBABBAA,4.687662,8.700606
508,BABAAAAABAABABBABABA,6.4121385,5.2203074
509,BABAAAAABBAAABABBABA,9.057154,8.8049555
510,BABAAAAABBABABAABBAA,9.54438,9.080206
511,BABAAAAABBBAAAABBABA,10.050187,9.52498
512,BABAAAABAABABBAAABBA,8.779557,8.243406
513,BABAAAABAABBAAABBAAB,9.655117,9.149283
514,BABAAAABAABBBAAABBAA,9.390518,8.971302
515,BABAAAABABAAAABBABBA,9.942965,9.441412
516,BABAAAABABAAABBABAAB,8.963464,8.427548
517,BABAAAABBAAAAAABBBBA,7.813739,8.195141
518,BABAAAABBAAAAABBBBAA,9.445429,9.046591
519,BABAAAABBABAABAABABA,8.372704,3.399042
520,BABAAAABBBAABAABBAAA,9.655587,9.216743
521,BABAAAABBBABAAAABABA,9.633813,9.197332
522,BABAAABAAAABAABBBAAB,8.516378,8.337704
523,BABAAABAAAABAABBBBAA,7.0069394,6.4737577
524,BABAAABAABAAABBABABA,7.753767,4.0540805
525,BABAAABAABAABAABBABA,8.246036,3.7661471
526,BABAAABABAAABABABABA,8.652548,2.9411848
527,BABAAABABAABBBAAAAAB,9.963662,9.449663
528,BABAAABABABAAABABABA,8.531522,2.890027
529,BABAAABABBBAAABAAAAB,8.679269,8.280551
530,BABAAABBAABAABABAABA,8.277198,3.9305928
531,BABAAABBAABBAAABABAA,7.6354117,4.1642423
532,BABAAABBABBAAAAABABA,9.185495,8.837023
533,BABAABAAAAABABABBAAB,5.006179,8.821276
534,BABAABAAAAABBABABABA,5.1237545,8.72303
535,BABAABAAABAAAABABBBA,6.653461,6.5302124
536,BABAABAAABAABBABABAA,7.500698,4.924211
537,BABAABAABAAABABABAAB,8.422731,3.238062
538,BABAABAABAAABBBAABAA,8.259112,5.753989
539,BABAABAABAABAABBAAAB,8.442214,5.483572
540,BABAABAABABBAABAAAAB,7.436455,4.230718
541,BABAABAABABBBAAABAAA,6.568496,5.7063184
542,BABAABAABBAAABAAABBA,8.232822,5.3313375
543,BABAABAABBBABAAAAAAB,8.301783,7.8191767
544,BABAABABAABAABAAABAB,8.12354,3.5424585
545,BABAABABABAABBABAAAA,5.057984,8.716879
546,BABAABABABBAABAAAABA,6.467584,5.252331
547,BABAABABBAAABAABAABA,8.678606,2.7286518
548,BABAABABBABAABABAAAA,4.818887,8.701157
549,BABAABBAAABBAAAAABBA,9.956746,9.453192
550,BABAABBAABBAAABAAABA,7.304223,4.08459
551,BABAABBABAAAABBAAAAB,9.96941,9.461339
552,BABAABBABAABAAAAABBA,7.9603276,7.4504013
553,BABAABBABBBAAAAAABAA,4.607587,7.098197
554,BABAABBBBAAABABAAAAA,3.1176803,8.663478
555,BABABAAAAABABBAABBAA,9.94727,9.439994
556,BABABAAAABABABAAABBA,8.423858,7.704702
557,BABABAAAABABABABAAAB,8.461841,7.7338834
558,BABABAAAABBBAAAABABA,9.994027,9.4785385
559,BABABAAABABAAABBABAA,7.536706,5.7142143
560,BABABAAABABAABBBAAAA,5.1351666,8.749348
561,BABABAAABABABBAABAAA,8.184973,7.399873
562,BABABAAABBABABAAABAA,6.5614986,5.46147
563,BABABAABAAAAABAABBBA,7.750436,7.821658
564,BABABAABAAAABAABABBA,7.5345016,7.1433997
565,BABABAABAABAAAABABAB,8.122141,7.695082
566,BABABAABAABAABAABAAB,8.44442,3.002569
567,BABABAABAABABBBAAAAA,3.854451,8.939785
568,BABABAABAABBABABAAAA,4.9316864,8.822237
569,BABABAABABABAAAAABBA,8.172847,7.414818
570,BABABAABBABAABAAABAA,5.8881235,4.8320384
571,BABABAABBBAAAABAAAAB,7.7037573,7.6589627
572,BABABABAAAAABBBABAAA,7.326455,7.8235846
573,BABABABAAAABAABABABA,7.265191,4.0102615
574,BABABABAABAAABAABBAA,7.100245,4.939473
575,BABABABABAABAAAABBAA,7.5719047,5.900626
576,BABABABBAAABABAAAAAB,7.6206775,7.6571946
577,BABABABBABAABAAABAAA,4.2728715,6.5384264
578,BABABABBBBAAAABAAAAA,2.5218472,9.100526
579,BABABBAAAAAABBBAABAA,7.9224987,8.299498
580,BABABBAAABAABAABAABA,7.928009,3.415628
581,BABABBAABABBABAAAAAA,3.2751925,8.978939
582,BABABBAABBAAABAAABAA,4.140946,6.582434
583,BABABBABAABAAABAAAAB,5.8319254,5.905835
584,BABABBABABAAAAABABAA,5.786622,7.066214
585,BABABBABABAABAAABAAA,4.0918417,6.699851
586,BABABBBAAAAABAABABAA,5.7593203,6.42002
587,BABABBBAAAABAAAAABAB,4.426461,7.7243643
588,BABABBBAAAABAAAABBAA,4.9373374,6.054136
589,BABABBBAABBAAAAABAAA,2.8609464,7.978416
590,BABABBBABAAAAAABBAAA,4.4908366,6.828215
591,BABABBBABAAAABBAAAAA,2.1959987,8.950955
592,BABABBBABBAAAAAAAAAB,2.3329709,9.16624
593,BABBAAAAAAABABBAABBA,3.8743513,8.855985
594,BABBAAAAAAABBABABBAA,4.134828,8.735053
595,BABBAAAAABAAABABABBA,7.462372,7.6357927
596,BABBAAAABBABABAABAAA,7.605595,7.7091537
597,BABBAAABAAAAABABBAAB,8.460234,8.458932
598,BABBAAABAABAAAABABBA,6.6863236,6.283799
599,BABBAAABAABAAABBAABA,8.173093,5.872922
600,BABBAAABBAAAAAAABBAB,4.042138,8.078155
601,BABBAAABBABABAAAABAA,6.497228,7.044724
602,BABBAAABBBABAAABAAAA,3.8680608,8.191494
603,BABBAABAAABABABAAABA,7.3634953,3.9428124
604,BABBAABAAABBBAAAABAA,6.400403,6.341333
605,BABBAABAABAAABAABABA,7.484571,3.7642267
606,BABBAABAABABAAAABAAB,6.607303,5.215255
607,BABBAABABAAABAAAABAB,7.6704903,7.793888
608,BABBAABBAAABABAAAAAB,9.262266,8.935437
609,BABBAABBABAAAAABABAA,7.461054,7.706863
610,BABBAABBABAAAABAAAAB,6.9084263,6.9217734
611,BABBABAAAABAAAABABAB,6.2399497,7.2403045
612,BABBABAAABAABAAABBAA,6.298751,6.186486
613,BABBABAAABABABAAAABA,6.9128213,6.372769
614,BABBABAABAAAAABAABBA,7.239605,7.690838
615,BABBABAABAAAAABBABAA,7.656771,7.813384
616,BABBABAABAABAABABAAA,5.784247,4.855959
617,BABBABAABAABABAAABAA,5.398258,5.2747617
618,BABBABAABAABBAAAABAA,6.1376934,6.008186
619,BABBABAABABAAABAAABA,5.403569,5.2356415
620,BABBABAABABAAABBAAAA,4.8546,8.453834
621,BABBABAABBAAAAABABAA,7.131288,7.6335583
622,BABBABAABBAABAAABAAA,4.4890356,7.1197805
623,BABBABAABBAABBAAAAAA,2.3982604,8.986494
624,BABBABABAAAAABBABAAA,6.0499506,7.209007
625,BABBABABAAABABAABAAA,5.6683507,6.235861
626,BABBABABAAABBABAAAAA,2.4505212,8.947312
627,BABBABABAABAAAAABABA,6.43091,7.0780697
628,BABBABABABAAAABAAABA,4.118848,6.4095535
629,BABBABABABABAABAAAAA,1.8141184,8.969639
630,BABBABABBAABAAAAAABA,4.008506,6.998262
631,BABBABBAAAAAAABAABBA,3.105139,8.101362
632,BABBABBAAAABAAAABBAA,4.948758,6.037495
633,BABBABBAAABAABABAAAA,6.031123,7.0994906
634,BABBABBBBAABAAAAAAAA,1.636101,9.608968
635,BABBBAAAAAABBAAABBAA,7.7853756,8.190595
636,BABBBAAAAABABAAABBAA,5.9460626,6.321343
637,BABBBAAAAABABBBAAAAA,2.7334359,8.612059
638,BABBBAAAABAAABAAABAB,5.579311,6.2121468
639,BABBBAAAABAABAABAABA,5.398525,5.325305
640,BABBBAAAABBAAAAAABAB,4.5457015,8.087767
641,BABBBAAAABBAAABBAAAA,5.1276665,7.9538856
642,BABBBAAABAAAABAABABA,5.3306923,5.8099384
643,BABBBAAABAAABAABAABA,5.439143,5.51195
644,BABBBAAABAAABABABAAA,6.036423,6.2801814
645,BABBBAAABAABABAABAAA,5.291851,5.7466717
646,BABBBAAABAABBAAAAABA,6.429458,6.5193677
647,BABBBAAABAABBAABAAAA,6.942791,7.5613527
648,BABBBAAABBAAABBAAAAA,4.0128703,8.100564
649,BABBBAABAAAAAABAABBA,5.9706364,7.3700666
650,BABBBAABAAAABAABAABA,5.2489247,5.7732935
651,BABBBAABAAAABABABAAA,7.454084,7.899806
652,BABBBAABAABAAAABBAAA,5.4416003,6.280427
653,BABBBAABAABAABBAAAAA,4.6529946,7.7966914
654,BABBBABAAAAAAABAABBA,3.7320971,7.922522
655,BABBBABAAAAAABAAABBA,5.885871,7.056779
656,BABBBABAAAAAABBAAABA,6.7856336,7.5357804
657,BABBBABAAABAAAABAAAB,5.1855726,5.9154716
658,BABBBABAAABBAAAABAAA,4.4932055,6.3636518
659,BABBBABAABAAAAABAAAB,5.053068,6.516106
660,BABBBABAABAAABAABAAA,6.883562,3.8437605
661,BABBBABAABABAABAAAAA,2.7902288,8.127583
662,BABBBABABAAAAABBAAAA,3.5402646,7.7012506
663,BABBBABBAAAAABAAAABA,4.077383,6.429819
664,BABBBABBAAABAAAABAAA,2.8671634,8.314078
665,BABBBABBAABAABAAAAAA,1.7463979,8.954032
666,BABBBABBABAAAAABAAAA,1.9133613,8.877255
667,BABBBBAAAABAABAABAAA,5.041138,6.4034715
668,BABBBBAAAABBAAAABAAA,4.0702267,7.222589
669,BABBBBAAABAABAAAAAAB,5.8100023,7.113262
670,BABBBBAAABBABAAAAAAA,1.6570667,9.23309
671,BABBBBAABAABAAAAAABA,4.712104,6.708602
672,BABBBBAABABAAAAABAAA,2.9216394,7.948033
673,BABBBBAABABAAAABAAAA,2.8344028,8.090221
674,BABBBBAABBABAAAAAAAA,1.3000094,9.694729
675,BABBBBABAABAAAAABAAA,2.8505993,8.323721
676,BABBBBABBAABAAAAAAAA,1.2725259,9.758506
677,BABBBBBAAAAAAABAAAAB,2.0376282,8.861388
678,BABBBBBAAAABAAAAAABA,2.927508,7.958305
679,BABBBBBAAAABAAAAABAA,2.8937018,8.210745
680,BABBBBBAABAAAABAAAAA,1.7469063,9.013533
681,BABBBBBABAAAAAAAAAAB,1.3555988,9.622089
682,BABBBBBBAAAAAAABAAAA,1.8875521,9.034419
683,BABBBBBBAAAABAAAAAAA,1.5474184,9.542296
684,BABBBBBBBAAAAAAAAAAA,1.3947442,9.6663475
685,BBAAAAAAAAABABBBABAB,2.0632992,9.2333355
686,BBAAAAAAABAAAABBBBAB,3.4263942,7.923948
687,BBAAAAAABABAABBABAAB,5.212459,8.73883
688,BBAAAAAABABBBAAABAAB,9.547906,9.111227
689,BBAAAAAABBABABBAAAAB,8.627896,8.475657
690,BBAAAAAABBABBAAAABBA,9.100025,8.888642
691,BBAAAAAABBABBABABAAA,7.3761225,7.742964
692,BBAAAAAABBBAAABABABA,9.943377,9.489863
693,BBAAAAAABBBBABAAAAAB,7.4221025,7.8913226
694,BBAAAAABAAAAABBBBABA,5.151246,6.5054293
695,BBAAAAABAAABBBBAABAA,6.906704,6.4570837
696,BBAAAAABAABAABBBAAAB,8.476333,8.126709
697,BBAAAAABABAABABBAAAB,9.623703,9.184197
698,BBAAAAABABBABAAABABA,9.980969,9.469992
699,BBAAAAABBAABABBBAAAA,7.6840363,7.8597245
700,BBAAAAABBAABBAAABBAA,9.992616,9.464552
701,BBAAAAABBBBAAAAABAAB,9.012577,8.835399
702,BBAAAAABBBBAAAABABAA,7.354037,6.5550385
703,BBAAAAABBBBAAABBAAAA,4.8287997,7.9049473
704,BBAAAAABBBBBAAAAAAAB,3.568801,8.551408
705,BBAAAABAAABBBAABABAA,7.9396544,6.1394944
706,BBAAAABAABAABAABABAB,7.5336766,5.7915835
707,BBAAAABAABABABABAAAB,7.5710897,5.8719964
708,BBAAAABAABBABAABAABA,8.151782,5.3632812
709,BBAAAABAABBABAABBAAA,9.985625,9.4732685
710,BBAAAABABABBAABAAAAB,10.0362015,9.510541
711,BBAAAABABBABABABAAAA,4.6533027,8.850748
712,BBAAAABABBBAAAAABABA,9.614961,9.185443
713,BBAAAABBAAAABBBABAAA,8.993315,8.846765
714,BBAAAABBAAABAAABBAAB,8.189784,5.9744897
715,BBAAAABBAABABBABAAAA,4.584263,8.897306
716,BBAAAABBABBBABAAAAAA,2.065985,9.451272
717,BBAAAABBBAAAAAABBAAB,8.515203,8.434148
718,BBAAAABBBAAABAAAABBA,7.4451566,6.357238
719,BBAAAABBBBAABAAAAABA,6.440407,7.162331
720,BBAAABAAAAAABABBABAB,3.9379663,8.108221
721,BBAAABAAAAAABBAABBAB,4.9484315,7.981018
722,BBAAABAAAAABBABBAAAB,9.473433,9.068107
723,BBAAABAAAABAAAABBBBA,5.03594,6.558441
724,BBAAABAAAABABBAAABAB,9.594459,9.170802
725,BBAAABAAAABBBAAABAAB,8.075638,6.130817
726,BBAAABAAABABABAABAAB,8.339089,5.339208
727,BBAAABAABAAAABAABBBA,7.2658815,6.4250937
728,BBAAABAABAAABBAAAABB,8.184751,5.9303513
729,BBAAABAABABABAAABBAA,8.427177,5.5531836
730,BBAAABABAAABAAABBBAA,8.315286,5.7584867
731,BBAAABBAAABABBAAABAA,8.154719,5.9824967
732,BBAAABBAABAAABBAABAA,8.382014,5.6879764
733,BBAAABBAABABAAABABAA,8.137969,5.3208942
734,BBAAABBBAAAABBBAAAAA,3.2836995,8.5952635
735,BBAAABBBAABAAAAABABA,8.998159,8.686977
736,BBAAABBBAABAAABAAAAB,7.0919766,6.4245515
737,BBAAABBBBAAAAABAAAAB,5.241604,6.6043525
738,BBAAABBBBAAABAAAABAA,4.9154854,5.9294896
739,BBAABAAAAAAABAABBBAB,3.47123,7.9153233
740,BBAABAAAAAABABBBABAA,7.2426786,7.8995376
741,BBAABAAAAABABBBAAABA,9.570775,9.152481
742,BBAABAAAABAABAABABAB,7.4690337,7.1369123
743,BBAABAAAABBBAAAABAAB,10.0177965,9.497226
744,BBAABAAABAAABAAABBBA,6.475815,6.1961584
745,BBAABAAABAAABABAABAB,7.6081324,6.0364585
746,BBAABAAABAABAABAABBA,7.5378966,5.2933173
747,BBAABAAABAABBABBAAAA,8.938998,8.760566
748,BBAABAAABAABBBAAABAA,7.8524528,6.240812
749,BBAABAABAAAABABAABAB,8.814541,8.276609
750,BBAABAABAAABBAABBAAA,8.080622,6.052757
751,BBAABAABAABAAABABAAB,7.534305,4.9706764
752,BBAABAABAABABAABABAA,8.2724285,4.072382
753,BBAABAABAABBAAABAAAB,8.4432,5.5680714
754,BBAABAABAABBAABABAAA,6.7296696,5.182153
755,BBAABAABABAABAAABBAA,8.378775,5.4742746
756,BBAABAABBAABAAAAAABB,9.327427,8.966958
757,BBAABAABBBBAAAABAAAA,4.1089582,8.007296
758,BBAABAABBBBBAAAAAAAA,2.0845947,9.401691
759,BBAABABAAAAABABBBAAA,8.976116,8.789584
760,BBAABABAAABAABAABABA,8.178069,3.1029708
761,BBAABABAABABAABAABAA,8.301025,2.932948
762,BBAABABAABABAABABAAA,7.4021044,3.9194312
763,BBAABABAABBAABAAABAA,5.763688,5.0651994
764,BBAABABABAAABABAAABA,7.2763395,4.020681
765,BBAABABABBAAABAAAABA,6.9690104,6.8728766
766,BBAABABBAAAAAABAABBA,4.792837,8.692938
767,BBAABABBAAAABAAABBAA,6.503968,6.3434615
768,BBAABABBAAABAABAABAA,6.175922,5.080745
769,BBAABABBBAAAABAAABAA,5.930448,5.9193654
770,BBAABBAAAABAAAABABBA,8.345785,8.403608
771,BBAABBAAAABABAAAABAB,10.050502,9.535974
772,BBAABBAAAABBABAABAAA,8.376757,8.381991
773,BBAABBAAABAAABBAABAA,6.8087077,6.062742
774,BBAABBAAABAABBAAAABA,7.571944,6.0771933
775,BBAABBAAABABAABAABAA,5.989735,4.7739115
776,BBAABBAABAAAAAABBBAA,8.166601,8.399544
777,BBAABBAABAABAAABABAA,5.904787,5.0225954
778,BBAABBAABBAABBAAAAAA,3.3606741,8.824119
779,BBAABBABABAAABAAAABA,5.636997,5.855287
780,BBAABBABBAAAAAABAAAB,6.985513,7.79114
781,BBAABBABBAAABAAABAAA,4.5496054,7.0613317
782,BBAABBBAAAAAABAABABA,7.8863144,8.238369
783,BBAABBBAAABAAAABAAAB,6.238793,6.2217617
784,BBAABBBBAAAAABAAABAA,4.608977,6.2471857
785,BBAABBBBAAABAAAABAAA,4.391068,6.4559193
786,BBAABBBBAABABAAAAAAA,2.0437362,9.2518
787,BBAABBBBBAAABAAAAAAA,2.0175514,9.572723
788,BBAABBBBBAABAAAAAAAA,2.0123003,9.512815
789,BBABAAAAAABAABBAABBA,7.3740463,7.6371093
790,BBABAAAAAABABABABAAB,4.590761,8.860289
791,BBABAAAAABABAAABABBA,9.981229,9.476484
792,BBABAAABAAAABABABBAA,8.967271,8.74325
793,BBABAAABAAABBAAABAAB,8.152203,5.949553
794,BBABAAABAAABBAAABABA,8.092925,5.9803395
795,BBABAAABAABAABBAABAA,7.301749,5.3138533
796,BBABAAABABBAAABAABAA,6.4886026,5.961154
797,BBABAABAAAAABAABAABB,7.558518,7.8828053
798,BBABAABAABAAABAAABAB,7.228891,6.3299203
799,BBABAABAABAABABAAABA,7.4251056,3.8392344
800,BBABAABAABBABABAAAAA,3.518598,8.789103
801,BBABAABBAAAABAABBAAA,8.634517,8.515478
802,BBABABAAAAAAABBABABA,3.4961042,8.787746
803,BBABABAAAABAAABBAABA,6.5045958,6.258614
804,BBABABAAABBAABAABAAA,6.116875,5.801748
805,BBABABAABAABAAABAAAB,6.2064686,5.950266
806,BBABABAABABAABAAAABA,5.431006,5.3014607
807,BBABABAABABAABAAABAA,5.7011404,4.96393
808,BBABABAABBAABAAAAAAB,7.0443788,7.7727375
809,BBABABABAABAAAABABAA,5.7781396,6.0344996
810,BBABABABBABAABAAAAAA,1.7740053,9.044187
811,BBABABBAAAAAAAABABBA,2.46824,8.522506
812,BBABABBAAABAAAABAAAB,5.5223985,6.248935
813,BBABABBAABAABAAAABAA,4.091774,6.458285
814,BBABABBABAAAAABAABAA,4.6469054,6.0870442
815,BBABABBBAAAABAABAAAA,3.2345688,7.770802
816,BBABABBBAAABAAAAAABA,3.8438995,7.107875
817,BBABABBBBBAAAAAAAAAA,1.4339151,9.661512
818,BBABBAAAAAAAAAABBBAB,1.5428294,9.558175
819,BBABBAAAABABBABAAAAA,2.6285152,8.74489
820,BBABBAAAABBBAAAAAABA,4.9877143,7.7327
821,BBABBAAAABBBBAAAAAAA,1.9845814,9.525961
822,BBABBAAABAAAAAABAABB,4.116926,8.054037
823,BBABBAAABAAAAAABABBA,6.768401,7.7863383
824,BBABBAAABAAABAAAABAB,5.6751575,6.188074
825,BBABBAAABAAABAAABAAB,6.089899,6.146926
826,BBABBAAABABBAAAAAABA,6.796115,7.7250295
827,BBABBAAABBABAAABAAAA,4.0448446,7.7153306
828,BBABBAABAAABAABAAABA,5.7509127,4.8647084
829,BBABBAABAABAAAABAABA,5.3754454,5.3164926
830,BBABBAABAABABAABAAAA,6.17579,6.6936913
831,BBABBAABABAABAAAAABA,5.2280397,6.357411
832,BBABBAABBAABABAAAAAA,2.2407637,8.679621
833,BBABBABAAAAABAABABAA,6.054369,6.832967
834,BBABBABAAABAABAAAAAB,5.6780763,6.355798
835,BBABBABAABAAABAABAAA,7.1113067,3.7605913
836,BBABBABABAAAAAAABBAA,3.5888088,7.7814317
837,BBABBABABAAAAABAABAA,4.031072,6.4848776
838,BBABBABABABAAABAAAAA,2.8071933,8.140637
839,BBABBABBAABBAAAAAAAA,1.279607,9.741965
840,BBABBBAAAAAAABAABABA,5.657534,7.329885
841,BBABBBAAAABAAAAAABAB,3.5742643,7.718732
842,BBABBBAAABAAAAAAABBA,3.781113,7.779266
843,BBABBBAAABAAABAAABAA,4.3378105,6.276149
844,BBABBBAABAAABAAAAABA,4.1763883,6.4910183
845,BBABBBAABABAAAAAAAAB,2.4758048,8.54553
846,BBABBBAABBAAAAAAABAA,2.1140597,8.744771
847,BBABBBAABBABAAAAAAAA,1.3127753,9.6621895
848,BBABBBABAAAAAAAAABAB,1.892709,8.956044
849,BBABBBABAAAAABBAAAAA,2.192194,8.641726
850,BBABBBABAABABAAAAAAA,1.5295811,9.287403
851,BBABBBABABAAAABAAAAA,1.8438447,8.987087
852,BBABBBBAAAAAAAAABABA,2.1269162,8.691958
853,BBABBBBAAABAAAAAAAAB,2.1641548,8.9309225
854,BBABBBBAABAAAAAAABAA,2.106221,8.749182
855,BBABBBBABBAAAAAAAAAA,1.2483566,9.755401
856,BBABBBBBAABAAAAAAAAA,1.2960418,9.693715
857,BBBAAAAAAAAABBBAAABB,2.6102524,8.719187
858,BBBAAAAAAAAABBBAABBA,3.4393585,8.213955
859,BBBAAAAAAABAAABBBBAA,4.7597623,7.8736424
860,BBBAAAAAAABAABBBABAA,4.664703,7.8459215
861,BBBAAAAAABAAAAABBABB,2.513366,8.485605
862,BBBAAAAAABABABAAABAB,8.9330635,8.741604
863,BBBAAAAAABABBABBAAAA,3.985585,8.179302
864,BBBAAAAAABABBBABAAAA,3.3642662,8.3237095
865,BBBAAAAAABBAAABBBAAA,7.870325,8.241708
866,BBBAAAAAABBABAAAABBA,9.629135,9.199584
867,BBBAAAAABAAAABABABBA,6.1728983,7.0918746
868,BBBAAAAABAAABBAABABA,8.199226,8.043695
869,BBBAAAAABABABBAAAABA,9.59667,9.1906395
870,BBBAAAAABBAABAAAABBA,9.04531,8.783241
871,BBBAAAAABBABABAAAABA,8.557916,8.537006
872,BBBAAAAABBBAAAABABAA,7.082664,6.5403266
873,BBBAAAABAABAAABAABBA,7.7598224,6.3887463
874,BBBAAAABAABAABAAABAB,7.7090206,6.4874387
875,BBBAAAABAABABBAAABAA,7.162702,6.407319
876,BBBAAAABAABBAAABAAAB,7.9581985,6.301942
877,BBBAAAABAABBBAAABAAA,6.920485,6.4727235
878,BBBAAAABABBABAAABAAA,6.3962846,7.162939
879,BBBAAAABBABAAABAAAAB,7.6099763,6.4980435
880,BBBAAABAAAAAAAABBABB,2.0991137,8.837692
881,BBBAAABAAAAAABBBAAAB,7.831861,8.2035475
882,BBBAAABAAAABBABAAAAB,7.614779,6.484118
883,BBBAAABAAABAABAAABBA,7.9289565,6.1484394
884,BBBAAABAABAABAAABBAA,8.037028,6.1244946
885,BBBAAABAABABAABAABAA,7.478555,3.8396025
886,BBBAAABABAAAAABABABA,9.498455,9.086205
887,BBBAAABABAAABAAAABAB,7.001948,6.43662
888,BBBAAABABABBAABAAAAA,3.3399875,8.500313
889,BBBAAABABBAAAAAABABA,9.060842,8.869833
890,BBBAAABABBAAAAAABBAA,7.8079333,8.176339
891,BBBAAABBAAAAABAABAAB,8.850494,8.662082
892,BBBAAABBAAABABAAABAA,7.480969,6.309558
893,BBBAAABBAABAAAAABBAA,8.922907,8.839658
894,BBBAAABBAABAAABAABAA,5.6227765,5.7961864
895,BBBAAABBAABAAABABAAA,7.659672,6.6128893
896,BBBAABAAAAABAAABABAB,7.5300136,8.058993
897,BBBAABAAAABABABAAABA,7.638148,6.4614105
898,BBBAABAAABAAABBAAABA,7.477085,6.397187
899,BBBAABAAABAAABBAABAA,7.122946,6.356261
900,BBBAABAAABAABAABBAAA,7.0042973,6.3480864
901,BBBAABAAABABBBAAAAAA,3.19983,8.395623
902,BBBAABAABAAAABABAABA,5.706953,5.5815067
903,BBBAABAABAABAABAAABA,5.789699,4.920814
904,BBBAABAABAABABAAAAAB,8.224813,8.055992
905,BBBAABAABAABABAAABAA,6.0021534,5.125941
906,BBBAABAABABAAAAABABA,8.304227,8.048588
907,BBBAABABAAAABAABBAAA,7.9071283,7.968321
908,BBBAABABAABAAAAAABBA,7.822883,8.005763
909,BBBAABABABABBAAAAAAA,2.178704,9.25948
910,BBBAABBAAABAABAABAAA,5.332661,5.379152
911,BBBAABBAABAAAABAAABA,5.323684,5.7225523
912,BBBAABBAABAAABAAAABA,4.9330006,5.8668346
913,BBBAABBABAAAAAAABAAB,4.385688,7.8692927
914,BBBAABBBAABAAAAAAABA,4.349217,7.3529143
915,BBBAABBBAABBAAAAAAAA,2.0731916,9.353644
916,BBBABAAAAAAABAABAABB,4.3167186,7.799289
917,BBBABAAAAAABAABABABA,7.709817,8.127433
918,BBBABAAAAAABAABBAAAB,7.936289,8.277399
919,BBBABAAAAAABBABBAAAA,4.4882507,7.9515195
920,BBBABAAAAABAAAAABABB,3.0506284,7.8223333
921,BBBABAAAAABAAAAABBBA,3.3144681,7.829935
922,BBBABAAAAABAAABAAABB,5.127784,6.7173
923,BBBABAAAAABABAAABAAB,8.869809,8.681345
924,BBBABAAAABAAAAABBBAA,5.329139,6.7308607
925,BBBABAAAABAAAABAABBA,5.9031415,6.5137553
926,BBBABAAABAAAAAAAABBB,2.3489552,8.596426
927,BBBABAAABAABAAAAABBA,6.0561247,6.360405
928,BBBABAAABABAAABAAAAB,6.3999453,6.2581525
929,BBBABAABAAABAAAABAAB,5.3689647,5.9916086
930,BBBABAABABABAABAAAAA,2.8425088,8.164455
931,BBBABABAAAAAAABAABBA,4.158767,7.615628
932,BBBABABAAAAABABABAAA,7.271648,7.8377013
933,BBBABABAAAAABBAAAABA,5.868718,6.437165
934,BBBABABAABAAAAABAAAB,6.662035,7.3639846
935,BBBABABAABAAABAABAAA,7.1018615,3.7947989
936,BBBABABAABAABAABAAAA,4.82159,5.9103823
937,BBBABABABAAAABABAAAA,4.240187,7.466531
938,BBBABABABAABAABAAAAA,2.5590932,8.318678
939,BBBABABBAABAAAAAABAA,2.962507,7.9134707
940,BBBABBAAAAAAAAAABABB,1.4341565,9.547429
941,BBBABBAAAAAAAAAABBAB,1.307213,9.64949
942,BBBABBAAAAAAAAABBABA,2.3851788,8.625147
943,BBBABBAAABBAAAABAAAA,2.9667194,7.9932017
